Issues,Relationship,Link Issues
HADOOP-8608,is duplicated by,HADOOP-6287
HADOOP-8608,is duplicated by,HADOOP-10381
HADOOP-8608,is related to,HBASE-6990
HADOOP-8608,relates to,HDFS-9821
HADOOP-8608,relates to,HADOOP-6287
HADOOP-8607,incorporates,HADOOP-7307
HADOOP-8601,is part of,HADOOP-8645
HADOOP-8601,relates to,HADOOP-8453
HADOOP-8599,relates to,HADOOP-8612
HADOOP-8598,relates to,HDFS-2883
HADOOP-8598,relates to,HADOOP-6080
HADOOP-8598,relates to,HADOOP-2514
HADOOP-8598,relates to,HADOOP-432
HADOOP-8598,relates to,HADOOP-7460
HADOOP-8598,relates to,HADOOP-8689
HADOOP-8598,relates to,HDFS-2740
HADOOP-8594,incorporates,HADOOP-9285
HADOOP-8594,is related to,HADOOP-10477
HADOOP-8594,relates to,YARN-332
HADOOP-8594,relates to,HDFS-4522
HADOOP-8594,relates to,HDFS-4014
HADOOP-8594,relates to,MAPREDUCE-4723
HADOOP-8593,is cloned by,HDFS-3659
HADOOP-8591,is depended upon by,HADOOP-9126
HADOOP-8589,relates to,HADOOP-8036
HADOOP-8585,is related to,HDFS-3568
HADOOP-8584,is broken by,HADOOP-8523
HADOOP-8583,is part of,HADOOP-8645
HADOOP-8582,is duplicated by,HADOOP-6817
HADOOP-8581,is duplicated by,MAPREDUCE-4661
HADOOP-8581,relates to,HDFS-5308
HADOOP-8581,requires,HADOOP-8644
HADOOP-8577,duplicates,HADOOP-8390
HADOOP-8576,duplicates,HADOOP-8400
HADOOP-8574,is depended upon by,HADOOP-7977
HADOOP-8572,is related to,HADOOP-7101
HADOOP-8572,relates to,HADOOP-7977
HADOOP-8571,is depended upon by,HADOOP-7977
HADOOP-8570,is depended upon by,PIG-2746
HADOOP-8568,is duplicated by,HADOOP-3619
HADOOP-8568,is related to,HADOOP-3619
HADOOP-8567,is superceded by,HADOOP-6408
HADOOP-8564,depends upon,HADOOP-8763
HADOOP-8564,is part of,HADOOP-8645
HADOOP-8564,is related to,HADOOP-8540
HADOOP-8564,is related to,HADOOP-8907
HADOOP-8564,relates to,HDFS-4297
HADOOP-8563,relates to,HADOOP-8547
HADOOP-8562,breaks,HADOOP-9397
HADOOP-8562,breaks,HADOOP-9481
HADOOP-8562,incorporates,HADOOP-8980
HADOOP-8562,incorporates,HADOOP-9133
HADOOP-8562,incorporates,HADOOP-8953
HADOOP-8562,incorporates,HADOOP-8954
HADOOP-8562,incorporates,HADOOP-8955
HADOOP-8562,incorporates,HADOOP-8956
HADOOP-8562,incorporates,HADOOP-8959
HADOOP-8562,incorporates,HADOOP-8960
HADOOP-8562,incorporates,HADOOP-8961
HADOOP-8562,incorporates,HADOOP-8974
HADOOP-8562,incorporates,HADOOP-8975
HADOOP-8562,incorporates,HADOOP-8976
HADOOP-8562,incorporates,HADOOP-8977
HADOOP-8562,incorporates,HADOOP-8978
HADOOP-8562,incorporates,HADOOP-8979
HADOOP-8562,incorporates,HADOOP-9005
HADOOP-8562,incorporates,HADOOP-9008
HADOOP-8562,incorporates,HADOOP-9011
HADOOP-8562,incorporates,HADOOP-9110
HADOOP-8562,incorporates,HADOOP-9144
HADOOP-8562,incorporates,HADOOP-9146
HADOOP-8562,incorporates,HADOOP-9266
HADOOP-8562,incorporates,HADOOP-9309
HADOOP-8562,incorporates,HADOOP-9313
HADOOP-8562,incorporates,HADOOP-9368
HADOOP-8562,incorporates,HDFS-4241
HADOOP-8562,incorporates,HADOOP-9687
HADOOP-8562,incorporates,HADOOP-9759
HADOOP-8562,incorporates,HADOOP-8948
HADOOP-8562,incorporates,HADOOP-8957
HADOOP-8562,incorporates,HADOOP-8958
HADOOP-8562,incorporates,HADOOP-8973
HADOOP-8562,incorporates,HADOOP-8981
HADOOP-8562,incorporates,HADOOP-8982
HADOOP-8562,incorporates,HADOOP-9043
HADOOP-8562,incorporates,HADOOP-9131
HADOOP-8562,incorporates,HADOOP-9264
HADOOP-8562,incorporates,HADOOP-9278
HADOOP-8562,incorporates,HADOOP-9290
HADOOP-8562,incorporates,HADOOP-9294
HADOOP-8562,incorporates,HADOOP-9364
HADOOP-8562,incorporates,HADOOP-9365
HADOOP-8562,incorporates,HADOOP-9372
HADOOP-8562,incorporates,HADOOP-9437
HADOOP-8562,incorporates,HADOOP-9443
HADOOP-8562,incorporates,HADOOP-9488
HADOOP-8562,incorporates,HADOOP-9500
HADOOP-8562,incorporates,HADOOP-9524
HADOOP-8562,incorporates,HADOOP-9526
HADOOP-8562,incorporates,HADOOP-9527
HADOOP-8562,incorporates,HADOOP-9553
HADOOP-8562,incorporates,HADOOP-10030
HADOOP-8562,incorporates,HADOOP-9656
HADOOP-8562,incorporates,HADOOP-9681
HADOOP-8562,incorporates,HADOOP-9422
HADOOP-8562,incorporates,HADOOP-9018
HADOOP-8562,incorporates,HADOOP-9056
HADOOP-8562,incorporates,HADOOP-9081
HADOOP-8562,incorporates,HADOOP-9347
HADOOP-8562,incorporates,HADOOP-9356
HADOOP-8562,incorporates,HDFS-3602
HADOOP-8562,incorporates,MAPREDUCE-4401
HADOOP-8562,incorporates,YARN-191
HADOOP-8562,incorporates,HADOOP-9348
HADOOP-8562,incorporates,HADOOP-9354
HADOOP-8562,incorporates,HADOOP-9483
HADOOP-8562,incorporates,HDFS-4554
HADOOP-8562,incorporates,HADOOP-8945
HADOOP-8562,incorporates,HADOOP-8946
HADOOP-8562,incorporates,HADOOP-8947
HADOOP-8562,incorporates,HADOOP-8949
HADOOP-8562,is related to,HADOOP-9600
HADOOP-8562,is related to,HADOOP-9433
HADOOP-8562,is related to,HADOOP-9431
HADOOP-8562,is related to,HADOOP-9555
HADOOP-8562,is related to,HADOOP-9556
HADOOP-8562,is related to,HADOOP-9632
HADOOP-8562,relates to,HADOOP-16045
HADOOP-8562,relates to,HADOOP-9376
HADOOP-8562,relates to,HADOOP-9388
HADOOP-8562,relates to,HADOOP-9413
HADOOP-8562,relates to,HADOOP-9490
HADOOP-8562,relates to,HADOOP-9599
HADOOP-8562,relates to,HADOOP-9678
HADOOP-8562,relates to,HDFS-4572
HADOOP-8562,relates to,HDFS-4584
HADOOP-8562,relates to,HDFS-4615
HADOOP-8562,relates to,HADOOP-9373
HADOOP-8562,relates to,HADOOP-9387
HADOOP-8562,relates to,HADOOP-14309
HADOOP-8562,relates to,HADOOP-9525
HADOOP-8562,supercedes,HADOOP-8621
HADOOP-8561,duplicates,HADOOP-6457
HADOOP-8558,is broken by,HADOOP-7227
HADOOP-8558,is related to,HADOOP-7524
HADOOP-8558,relates to,HBASE-6340
HADOOP-8557,is related to,HADOOP-8537
HADOOP-8551,relates to,HADOOP-8854
HADOOP-8551,relates to,HADOOP-8873
HADOOP-8547,is related to,HADOOP-8563
HADOOP-8545,depends upon,HADOOP-9258
HADOOP-8545,depends upon,HADOOP-9118
HADOOP-8545,depends upon,HADOOP-9119
HADOOP-8545,is depended upon by,BIGTOP-866
HADOOP-8545,is related to,HADOOP-10006
HADOOP-8545,is related to,HADOOP-9385
HADOOP-8545,relates to,HADOOP-9371
HADOOP-8545,relates to,HADOOP-9361
HADOOP-8544,is part of,HADOOP-8079
HADOOP-8542,duplicates,HADOOP-8110
HADOOP-8541,is related to,HDFS-3650
HADOOP-8541,relates to,HBASE-6261
HADOOP-8540,is part of,HADOOP-8645
HADOOP-8540,is related to,HADOOP-10450
HADOOP-8540,relates to,HADOOP-8564
HADOOP-8538,is related to,HDFS-1920
HADOOP-8538,is related to,HADOOP-8368
HADOOP-8537,relates to,HADOOP-8557
HADOOP-8536,is part of,HADOOP-8645
HADOOP-8535,relates to,HBASE-6286
HADOOP-8534,is part of,HADOOP-8079
HADOOP-8533,is related to,HADOOP-8530
HADOOP-8532,relates to,HIVE-2021
HADOOP-8531,relates to,MAPREDUCE-2584
HADOOP-8530,relates to,HADOOP-8533
HADOOP-8525,is depended upon by,MAPREDUCE-4375
HADOOP-8525,supercedes,HADOOP-8524
HADOOP-8524,is superceded by,HADOOP-8525
HADOOP-8523,breaks,HADOOP-8584
HADOOP-8522,blocks,FLUME-2967
HADOOP-8522,is duplicated by,HADOOP-8625
HADOOP-8522,is duplicated by,HADOOP-6799
HADOOP-8517,incorporates,HADOOP-8983
HADOOP-8517,is part of,HADOOP-8645
HADOOP-8516,is part of,HADOOP-8645
HADOOP-8515,is duplicated by,HADOOP-9395
HADOOP-8515,is superceded by,HADOOP-10075
HADOOP-8515,relates to,HADOOP-9650
HADOOP-8514,duplicates,HADOOP-9431
HADOOP-8505,Is contained by,HADOOP-9902
HADOOP-8502,relates to,HDFS-1026
HADOOP-8499,is related to,MAPREDUCE-2376
HADOOP-8499,is related to,HADOOP-8480
HADOOP-8498,duplicates,MAPREDUCE-4035
HADOOP-8497,is duplicated by,HADOOP-6857
HADOOP-8496,duplicates,HADOOP-8168
HADOOP-8495,is duplicated by,MAPREDUCE-4298
HADOOP-8494,duplicates,HADOOP-2835
HADOOP-8494,is duplicated by,HADOOP-2835
HADOOP-8493,is part of,HADOOP-8645
HADOOP-8490,blocks,YARN-58
HADOOP-8488,is duplicated by,INFRA-4886
HADOOP-8488,is related to,HADOOP-8933
HADOOP-8488,is related to,HADOOP-8147
HADOOP-8488,relates to,HADOOP-8368
HADOOP-8487,is part of,HADOOP-8645
HADOOP-8486,blocks,HIVE-2998
HADOOP-8486,is part of,HADOOP-8079
HADOOP-8483,is cloned by,INFRA-4886
HADOOP-8482,relates to,HADOOP-8368
HADOOP-8481,relates to,HADOOP-8368
HADOOP-8480,relates to,HADOOP-8499
HADOOP-8480,relates to,HADOOP-8368
HADOOP-8476,Is contained by,HADOOP-9902
HADOOP-8470,incorporates,HDFS-3500
HADOOP-8469,incorporates,HDFS-3499
HADOOP-8469,is depended upon by,YARN-18
HADOOP-8468,incorporates,HDFS-4240
HADOOP-8468,incorporates,YARN-18
HADOOP-8468,incorporates,YARN-19
HADOOP-8468,incorporates,HDFS-3495
HADOOP-8468,incorporates,HDFS-3601
HADOOP-8468,incorporates,HDFS-3498
HADOOP-8468,is related to,HDFS-4886
HADOOP-8468,is related to,HDFS-4898
HADOOP-8468,relates to,HADOOP-11326
HADOOP-8468,relates to,HDFS-3564
HADOOP-8465,depends upon,HADOOP-8458
HADOOP-8465,is required by,HDFS-3113
HADOOP-8464,Is contained by,HADOOP-9902
HADOOP-8461,is duplicated by,HADOOP-11137
HADOOP-8459,is required by,HDFS-3113
HADOOP-8458,is depended upon by,HADOOP-8465
HADOOP-8458,is required by,HDFS-3113
HADOOP-8457,is part of,HADOOP-8645
HADOOP-8457,relates to,HADOOP-8235
HADOOP-8456,is part of,HADOOP-8645
HADOOP-8456,relates to,HADOOP-8235
HADOOP-8455,is part of,HADOOP-8645
HADOOP-8455,relates to,HADOOP-8235
HADOOP-8454,is part of,HADOOP-8079
HADOOP-8454,relates to,HADOOP-8235
HADOOP-8453,is part of,HADOOP-8645
HADOOP-8453,is related to,HADOOP-8601
HADOOP-8453,relates to,HADOOP-8235
HADOOP-8451,is related to,MAPREDUCE-4267
HADOOP-8450,relates to,HADOOP-8620
HADOOP-8449,breaks,HADOOP-8833
HADOOP-8449,supercedes,HDFS-2444
HADOOP-8448,Is contained by,HADOOP-9902
HADOOP-8446,duplicates,HADOOP-6484
HADOOP-8446,is related to,SMX4-1147
HADOOP-8445,is a clone of,HADOOP-6622
HADOOP-8444,is related to,HADOOP-9624
HADOOP-8442,duplicates,HADOOP-8397
HADOOP-8440,is part of,HADOOP-8079
HADOOP-8437,is required by,HADOOP-8436
HADOOP-8437,relates to,HADOOP-6766
HADOOP-8437,relates to,MAPREDUCE-635
HADOOP-8436,is related to,HADOOP-12252
HADOOP-8436,requires,HADOOP-8437
HADOOP-8430,is depended upon by,PIG-2791
HADOOP-8430,is related to,HADOOP-8422
HADOOP-8430,relates to,HADOOP-8014
HADOOP-8427,blocks,HADOOP-9190
HADOOP-8427,depends upon,HADOOP-8860
HADOOP-8427,is related to,HADOOP-8796
HADOOP-8427,is related to,HDFS-3458
HADOOP-8427,is related to,MAPREDUCE-4282
HADOOP-8427,relates to,HADOOP-11495
HADOOP-8424,is part of,HADOOP-8079
HADOOP-8422,is related to,FLUME-2027
HADOOP-8422,is related to,HBASE-6067
HADOOP-8422,relates to,HADOOP-8014
HADOOP-8422,relates to,HDFS-11228
HADOOP-8422,relates to,HADOOP-8430
HADOOP-8421,is part of,HADOOP-8079
HADOOP-8420,is part of,HADOOP-8645
HADOOP-8420,is related to,HBASE-6816
HADOOP-8420,relates to,HADOOP-8924
HADOOP-8419,is depended upon by,HADOOP-14097
HADOOP-8419,relates to,HBASE-7145
HADOOP-8414,is part of,HADOOP-8079
HADOOP-8412,is part of,HADOOP-8079
HADOOP-8411,is part of,HADOOP-8079
HADOOP-8410,relates to,HDFS-3813
HADOOP-8409,is part of,HADOOP-8079
HADOOP-8407,is related to,HADOOP-8162
HADOOP-8400,is duplicated by,HADOOP-8576
HADOOP-8400,is related to,HADOOP-8086
HADOOP-8399,is a clone of,HADOOP-7072
HADOOP-8399,is a clone of,HDFS-1552
HADOOP-8399,is depended upon by,BIGTOP-147
HADOOP-8399,is duplicated by,HADOOP-8166
HADOOP-8397,is duplicated by,HADOOP-8442
HADOOP-8394,relates to,HBASE-3787
HADOOP-8393,incorporates,MAPREDUCE-4250
HADOOP-8392,duplicates,YARN-2255
HADOOP-8392,relates to,MAPREDUCE-2655
HADOOP-8391,relates to,HADOOP-9864
HADOOP-8391,relates to,HADOOP-8086
HADOOP-8390,is duplicated by,HADOOP-8577
HADOOP-8390,is related to,HADOOP-9179
HADOOP-8388,relates to,HADOOP-8361
HADOOP-8374,is part of,HADOOP-8079
HADOOP-8373,blocks,MAPREDUCE-4162
HADOOP-8372,is related to,HADOOP-9095
HADOOP-8372,relates to,HADOOP-6824
HADOOP-8371,relates to,HDFS-3393
HADOOP-8368,blocks,HDFS-3250
HADOOP-8368,is depended upon by,MAPREDUCE-4267
HADOOP-8368,is duplicated by,HDFS-3607
HADOOP-8368,is related to,HADOOP-8482
HADOOP-8368,is related to,HADOOP-8488
HADOOP-8368,is related to,HADOOP-8480
HADOOP-8368,is related to,HADOOP-8481
HADOOP-8368,relates to,HADOOP-8538
HADOOP-8368,relates to,HADOOP-8620
HADOOP-8368,requires,INFRA-4881
HADOOP-8367,is part of,HADOOP-7347
HADOOP-8366,is part of,HADOOP-7347
HADOOP-8366,is related to,HADOOP-8285
HADOOP-8365,is related to,HADOOP-8230
HADOOP-8364,incorporates,HADOOP-8307
HADOOP-8364,incorporates,HDFS-3316
HADOOP-8363,duplicates,MAPREDUCE-4035
HADOOP-8361,blocks,HDFS-3134
HADOOP-8361,is related to,HADOOP-8388
HADOOP-8357,depends upon,MAPREDUCE-2376
HADOOP-8357,depends upon,HDFS-1584
HADOOP-8357,depends upon,MAPREDUCE-2178
HADOOP-8357,depends upon,MAPREDUCE-4314
HADOOP-8357,depends upon,MAPREDUCE-4318
HADOOP-8357,depends upon,HADOOP-7215
HADOOP-8357,depends upon,HADOOP-7645
HADOOP-8357,depends upon,HADOOP-7621
HADOOP-8357,depends upon,MAPREDUCE-2224
HADOOP-8357,depends upon,HADOOP-7115
HADOOP-8357,depends upon,HADOOP-7674
HADOOP-8357,depends upon,MAPREDUCE-2377
HADOOP-8357,depends upon,MAPREDUCE-2420
HADOOP-8357,depends upon,MAPREDUCE-2452
HADOOP-8357,depends upon,MAPREDUCE-2651
HADOOP-8357,depends upon,HDFS-3402
HADOOP-8357,depends upon,HADOOP-7119
HADOOP-8357,depends upon,HADOOP-7338
HADOOP-8357,depends upon,MAPREDUCE-2353
HADOOP-8357,depends upon,HADOOP-7272
HADOOP-8357,depends upon,MAPREDUCE-2103
HADOOP-8357,depends upon,MAPREDUCE-4246
HADOOP-8357,depends upon,HDFS-3403
HADOOP-8357,depends upon,MAPREDUCE-4240
HADOOP-8357,depends upon,MAPREDUCE-4243
HADOOP-8357,depends upon,MAPREDUCE-4244
HADOOP-8357,depends upon,MAPREDUCE-4247
HADOOP-8357,depends upon,MAPREDUCE-4248
HADOOP-8357,is depended upon by,MAPREDUCE-4249
HADOOP-8357,is related to,MAPREDUCE-2767
HADOOP-8357,is related to,HADOOP-4487
HADOOP-8353,incorporates,HADOOP-8656
HADOOP-8353,is related to,HADOOP-8650
HADOOP-8350,blocks,HDFS-3357
HADOOP-8350,relates to,HBASE-6396
HADOOP-8348,relates to,HDFS-3171
HADOOP-8347,duplicates,HADOOP-8322
HADOOP-8343,relates to,HADOOP-8988
HADOOP-8340,incorporates,HDFS-3341
HADOOP-8336,is related to,HADOOP-9307
HADOOP-8335,is required by,MAPREDUCE-3659
HADOOP-8334,is required by,MAPREDUCE-3659
HADOOP-8331,relates to,MAPREDUCE-6012
HADOOP-8329,is related to,HADOOP-9506
HADOOP-8329,is related to,BIGTOP-400
HADOOP-8325,is depended upon by,MAPREDUCE-4135
HADOOP-8325,is depended upon by,MAPREDUCE-4205
HADOOP-8325,relates to,HADOOP-12950
HADOOP-8323,supercedes,HADOOP-7940
HADOOP-8322,is duplicated by,HADOOP-8347
HADOOP-8316,is related to,HADOOP-7633
HADOOP-8315,is blocked by,ZOOKEEPER-1686
HADOOP-8315,is duplicated by,HADOOP-9498
HADOOP-8315,is related to,ZOOKEEPER-1455
HADOOP-8315,is required by,HADOOP-9938
HADOOP-8315,relates to,ZOOKEEPER-1437
HADOOP-8309,is required by,HDFS-3113
HADOOP-8308,is duplicated by,HADOOP-7416
HADOOP-8308,relates to,YETUS-138
HADOOP-8307,is part of,HADOOP-8364
HADOOP-8303,is duplicated by,MAPREDUCE-4180
HADOOP-8302,is duplicated by,MAPREDUCE-4178
HADOOP-8301,blocks,MAPREDUCE-4172
HADOOP-8299,relates to,HADOOP-14136
HADOOP-8298,is related to,HADOOP-12077
HADOOP-8298,relates to,HDFS-13224
HADOOP-8298,relates to,HADOOP-7257
HADOOP-8291,relates to,HDFS-3731
HADOOP-8288,relates to,MAPREDUCE-4134
HADOOP-8287,is related to,HADOOP-9455
HADOOP-8287,is related to,HADOOP-9532
HADOOP-8286,is depended upon by,MAPREDUCE-4161
HADOOP-8285,is part of,HADOOP-7347
HADOOP-8285,relates to,HADOOP-8366
HADOOP-8282,is related to,HADOOP-7569
HADOOP-8280,is depended upon by,MAPREDUCE-4150
HADOOP-8279,is part of,HDFS-3042
HADOOP-8278,relates to,HADOOP-7161
HADOOP-8278,relates to,HADOOP-12893
HADOOP-8278,relates to,HADOOP-8762
HADOOP-8278,relates to,MAPREDUCE-4632
HADOOP-8278,relates to,YARN-81
HADOOP-8278,relates to,MAPREDUCE-3378
HADOOP-8275,blocks,HDFS-3346
HADOOP-8275,is depended upon by,HDFS-3134
HADOOP-8273,depends upon,DAEMON-249
HADOOP-8266,is related to,HADOOP-7657
HADOOP-8258,relates to,HADOOP-8148
HADOOP-8251,is broken by,HADOOP-6941
HADOOP-8251,relates to,HADOOP-7211
HADOOP-8242,is required by,HDFS-3050
HADOOP-8240,blocks,HDFS-3177
HADOOP-8240,depends upon,HADOOP-8700
HADOOP-8240,is part of,HADOOP-8060
HADOOP-8240,is related to,HDFS-6542
HADOOP-8240,is related to,HDFS-10237
HADOOP-8240,relates to,HADOOP-9505
HADOOP-8240,relates to,HADOOP-9114
HADOOP-8239,blocks,HDFS-3177
HADOOP-8239,is blocked by,HDFS-3176
HADOOP-8239,is part of,HADOOP-8060
HADOOP-8236,depends upon,HADOOP-8193
HADOOP-8235,is related to,HADOOP-8455
HADOOP-8235,is related to,HADOOP-8454
HADOOP-8235,is related to,HADOOP-8456
HADOOP-8235,is related to,HADOOP-8457
HADOOP-8235,is related to,HADOOP-8453
HADOOP-8234,is related to,HADOOP-8858
HADOOP-8233,is depended upon by,HADOOP-15788
HADOOP-8232,depends upon,HADOOP-8231
HADOOP-8232,is duplicated by,HADOOP-8049
HADOOP-8231,depends upon,HADOOP-10867
HADOOP-8231,depends upon,HADOOP-7149
HADOOP-8231,depends upon,HADOOP-7423
HADOOP-8231,is depended upon by,HADOOP-8232
HADOOP-8231,is depended upon by,HADOOP-8928
HADOOP-8231,relates to,HDFS-2492
HADOOP-8231,relates to,HADOOP-7030
HADOOP-8231,relates to,HDFS-12390
HADOOP-8231,relates to,HADOOP-7777
HADOOP-8230,is related to,HDFS-3120
HADOOP-8230,relates to,ACCUMULO-817
HADOOP-8230,relates to,HADOOP-8365
HADOOP-8227,is depended upon by,MAPREDUCE-4079
HADOOP-8225,breaks,HADOOP-8725
HADOOP-8225,breaks,HADOOP-8726
HADOOP-8225,breaks,HDFS-3852
HADOOP-8224,is related to,HADOOP-8149
HADOOP-8222,is related to,HADOOP-9902
HADOOP-8219,relates to,HADOOP-8202
HADOOP-8217,is related to,HADOOP-13515
HADOOP-8217,relates to,HADOOP-8206
HADOOP-8217,relates to,HDFS-3042
HADOOP-8216,relates to,HADOOP-8149
HADOOP-8215,relates to,HADOOP-8206
HADOOP-8215,relates to,HDFS-3042
HADOOP-8213,duplicates,HDFS-3143
HADOOP-8212,is depended upon by,HADOOP-8206
HADOOP-8212,is part of,HDFS-3042
HADOOP-8211,is depended upon by,HADOOP-8210
HADOOP-8210,depends upon,HADOOP-8211
HADOOP-8210,is required by,HDFS-3148
HADOOP-8209,is related to,HADOOP-8968
HADOOP-8209,is related to,HDFS-2983
HADOOP-8209,relates to,HADOOP-5203
HADOOP-8206,depends upon,HADOOP-8212
HADOOP-8206,is depended upon by,HDFS-2185
HADOOP-8206,is part of,HDFS-3042
HADOOP-8206,is related to,HADOOP-8217
HADOOP-8206,is related to,HADOOP-8215
HADOOP-8204,is blocked by,HADOOP-8193
HADOOP-8202,is related to,HADOOP-8219
HADOOP-8200,relates to,MAPREDUCE-4056
HADOOP-8199,is related to,HADOOP-7569
HADOOP-8198,incorporates,HDFS-3140
HADOOP-8198,incorporates,MAPREDUCE-4168
HADOOP-8198,relates to,HADOOP-6867
HADOOP-8198,relates to,HDFS-1379
HADOOP-8198,relates to,HADOOP-6210
HADOOP-8198,relates to,HADOOP-6364
HADOOP-8196,duplicates,HADOOP-7868
HADOOP-8195,is related to,HADOOP-8040
HADOOP-8194,relates to,HDFS-3121
HADOOP-8193,blocks,HADOOP-8204
HADOOP-8193,is depended upon by,HADOOP-8077
HADOOP-8193,is depended upon by,HADOOP-8236
HADOOP-8193,is depended upon by,HDFS-3084
HADOOP-8192,is related to,HADOOP-6941
HADOOP-8192,relates to,MAPREDUCE-4272
HADOOP-8192,relates to,MAPREDUCE-4271
HADOOP-8192,relates to,MAPREDUCE-4273
HADOOP-8187,duplicates,HADOOP-8737
HADOOP-8187,is related to,HADOOP-6924
HADOOP-8185,depends upon,HDFS-3094
HADOOP-8184,breaks,HDFS-3142
HADOOP-8184,breaks,HDFS-3143
HADOOP-8184,is part of,HADOOP-7347
HADOOP-8181,is related to,HADOOP-8037
HADOOP-8181,is related to,HADOOP-8132
HADOOP-8181,is related to,HADOOP-8090
HADOOP-8180,is related to,MAPREDUCE-3621
HADOOP-8179,is related to,HADOOP-8140
HADOOP-8175,is related to,HADOOP-8873
HADOOP-8175,is required by,HDFS-3104
HADOOP-8173,relates to,HDFS-3098
HADOOP-8172,is broken by,HADOOP-8167
HADOOP-8170,relates to,HADOOP-8121
HADOOP-8168,is duplicated by,HADOOP-8496
HADOOP-8168,relates to,HADOOP-4335
HADOOP-8167,breaks,HADOOP-8172
HADOOP-8167,is depended upon by,OOZIE-761
HADOOP-8167,is related to,HADOOP-10178
HADOOP-8166,duplicates,HADOOP-8399
HADOOP-8166,relates to,HADOOP-7072
HADOOP-8164,relates to,HDFS-3098
HADOOP-8162,is related to,HDFS-3078
HADOOP-8162,relates to,HADOOP-8407
HADOOP-8159,is related to,HADOOP-12173
HADOOP-8159,is related to,HADOOP-16662
HADOOP-8159,relates to,HDFS-3129
HADOOP-8158,relates to,HADOOP-8633
HADOOP-8157,is broken by,HADOOP-6502
HADOOP-8156,is related to,HBASE-4109
HADOOP-8156,relates to,HBASE-5587
HADOOP-8152,is related to,MAPREDUCE-1651
HADOOP-8151,is duplicated by,HADOOP-12033
HADOOP-8151,is duplicated by,HADOOP-9666
HADOOP-8149,is related to,HADOOP-8216
HADOOP-8149,is related to,HBASE-5655
HADOOP-8149,is required by,HDFS-3066
HADOOP-8149,is required by,MAPREDUCE-3989
HADOOP-8149,relates to,ZOOKEEPER-1435
HADOOP-8149,relates to,HADOOP-8224
HADOOP-8149,relates to,FLUME-1073
HADOOP-8148,is duplicated by,HADOOP-9689
HADOOP-8148,is related to,HADOOP-8258
HADOOP-8148,is related to,HDFS-3051
HADOOP-8148,is related to,HDFS-2834
HADOOP-8148,relates to,HADOOP-10047
HADOOP-8147,relates to,HADOOP-8488
HADOOP-8145,is related to,HADOOP-12862
HADOOP-8145,relates to,HADOOP-8121
HADOOP-8144,is depended upon by,HDFS-3258
HADOOP-8144,is related to,HBASE-5843
HADOOP-8143,breaks,HADOOP-16756
HADOOP-8143,breaks,HADOOP-16932
HADOOP-8143,causes,HADOOP-17256
HADOOP-8143,is depended upon by,HADOOP-14557
HADOOP-8143,is related to,HIVE-16918
HADOOP-8143,is superceded by,HADOOP-17044
HADOOP-8141,blocks,HDFS-2731
HADOOP-8140,is duplicated by,HADOOP-6387
HADOOP-8140,relates to,HADOOP-8179
HADOOP-8140,supercedes,HADOOP-7447
HADOOP-8140,supercedes,HDFS-2146
HADOOP-8139,relates to,HADOOP-8079
HADOOP-8137,is related to,MAPREDUCE-3497
HADOOP-8136,is related to,HADOOP-9623
HADOOP-8136,is superceded by,HADOOP-9454
HADOOP-8136,is superceded by,HADOOP-9623
HADOOP-8135,is depended upon by,HDFS-2834
HADOOP-8134,is related to,HBASE-4109
HADOOP-8133,is related to,HDFS-2962
HADOOP-8133,is related to,HDFS-2303
HADOOP-8133,is superceded by,HDFS-2303
HADOOP-8133,relates to,DAEMON-242
HADOOP-8133,relates to,DAEMON-234
HADOOP-8132,relates to,HADOOP-8181
HADOOP-8132,relates to,HDFS-2303
HADOOP-8131,duplicates,HADOOP-7803
HADOOP-8127,relates to,NET-188
HADOOP-8124,incorporates,HDFS-3034
HADOOP-8124,incorporates,MAPREDUCE-3956
HADOOP-8124,is related to,HADOOP-10995
HADOOP-8122,is related to,HADOOP-7899
HADOOP-8121,breaks,HADOOP-16245
HADOOP-8121,Dependent,HADOOP-12793
HADOOP-8121,is related to,HADOOP-9125
HADOOP-8121,is related to,HADOOP-10656
HADOOP-8121,is related to,HADOOP-8170
HADOOP-8121,is related to,HADOOP-8145
HADOOP-8119,is broken by,HADOOP-7119
HADOOP-8117,is related to,HDFS-3019
HADOOP-8110,is duplicated by,HADOOP-8542
HADOOP-8110,is related to,HADOOP-8036
HADOOP-8110,is related to,HADOOP-7974
HADOOP-8108,blocks,HDFS-3003
HADOOP-8105,is related to,HADOOP-8013
HADOOP-8101,is part of,HADOOP-8079
HADOOP-8100,is required by,HADOOP-8098
HADOOP-8098,requires,HADOOP-8100
HADOOP-8097,relates to,HADOOP-8070
HADOOP-8096,relates to,HADOOP-7977
HADOOP-8096,relates to,HDFS-3582
HADOOP-8093,duplicates,HADOOP-8084
HADOOP-8092,is related to,HADOOP-9902
HADOOP-8091,depends upon,HDFS-2492
HADOOP-8091,duplicates,HADOOP-7030
HADOOP-8091,relates to,HADOOP-7030
HADOOP-8090,relates to,HADOOP-8181
HADOOP-8089,relates to,HADOOP-7682
HADOOP-8088,is related to,HADOOP-10755
HADOOP-8087,is duplicated by,HADOOP-7418
HADOOP-8086,is related to,HADOOP-8391
HADOOP-8086,relates to,HADOOP-8400
HADOOP-8084,is duplicated by,HADOOP-8093
HADOOP-8079,incorporates,HADOOP-8374
HADOOP-8079,incorporates,HADOOP-8409
